id,clave,nombre
catalogos_clave_unidad264,XSY,Manga
catalogos_clave_unidad265,XSZ,Hojas  con fleje/ agrupados/ armados
catalogos_clave_unidad266,XT1,Tableta
catalogos_clave_unidad267,XTB,Tina
catalogos_clave_unidad268,XTC,Caja para té
catalogos_clave_unidad269,XTD,Tubo plegable
catalogos_clave_unidad270,XTG,Contenedor de tanque genérico
catalogos_clave_unidad271,XTI,Tierce
catalogos_clave_unidad272,XTK,Tanque rectangular
catalogos_clave_unidad273,XTL,Tina con tapa
catalogos_clave_unidad274,XTN,Hojalata
catalogos_clave_unidad275,XTO,Tonel
catalogos_clave_unidad276,XTR,Maletero
catalogos_clave_unidad277,XTS,Estructura
catalogos_clave_unidad278,XTT,Bolsa de mano
catalogos_clave_unidad279,XTU,Tubo
catalogos_clave_unidad280,XTV,Tubo con boquilla
catalogos_clave_unidad281,XTW,Pallet tricapa
catalogos_clave_unidad282,XTY,Tanque cilíndrico
catalogos_clave_unidad283,XTZ,Tubos  con fleje/ agrupados/ armados
catalogos_clave_unidad284,XUC,Sin empaque
catalogos_clave_unidad285,XUN,Unidad
catalogos_clave_unidad286,XVA,Tanque
catalogos_clave_unidad287,XVG,"Tanque de gas (a 1,031 mbar y 15° C)"
catalogos_clave_unidad288,XVI,Frasco pequeño
catalogos_clave_unidad289,XVK,Paquete transportable
catalogos_clave_unidad290,XVL,Contenedor para líquidos a granel
catalogos_clave_unidad291,XVN,Vehículo
catalogos_clave_unidad292,XVO,"Contenedor para sólido de partículas grandes a granel (""nódulos"")"
catalogos_clave_unidad293,XVP,Envasado al vacío
catalogos_clave_unidad294,XVQ,Tanque para Gas licuado (a temperatura / presión anormal)
catalogos_clave_unidad295,XVR,Contenedor para sólidos de partículas granulares a granel (Granos)
catalogos_clave_unidad296,XVS,Contenedor de chatarra a granel
catalogos_clave_unidad297,XVY,"Contenedor para sólido de partículas finas a granel (""polvos"")"
catalogos_clave_unidad298,XWA,Contenedor de granel intermedio
catalogos_clave_unidad299,XWB,Botella de mimbre
catalogos_clave_unidad300,XWC,Contenedor intermedio para gráneles y de acero
catalogos_clave_unidad301,XWD,Contenedor intermedio para gráneles y de aluminio
catalogos_clave_unidad302,XWF,Contenedor intermedio para gráneles y de metal
catalogos_clave_unidad303,XWG,Contenedor intermedio para gráneles y de acero presurizado menor a 10 kpa
catalogos_clave_unidad304,XWH,"Contenedor intermedio para gráneles y de aluminio, presurizado menor a 10 kpa"
catalogos_clave_unidad305,XWJ,Contenedor intermedio para gráneles y de metal con una presión de 10 kpa
catalogos_clave_unidad306,XWK,Contenedor intermedio para gráneles y de acero para líquido
catalogos_clave_unidad307,XWL,Contenedor intermedio para gráneles y de aluminio para líquido
catalogos_clave_unidad308,XWM,Contenedor intermedio para gráneles y de metal para líquido
catalogos_clave_unidad309,XWN,Contenedor intermedio para gráneles con tejido plástico sin capa con revestimiento
catalogos_clave_unidad310,XWP,Contenedor intermedio para gráneles con tejido plástico y recubierto
catalogos_clave_unidad311,XWQ,Contenedor intermedio para gráneles con tejido plástico con revestimiento
catalogos_clave_unidad312,XWR,"Contenedor intermedio para gráneles con tejido plástico, revestido y con forro"
catalogos_clave_unidad313,XWS,Contenedor intermedio para gráneles con película de plástico
catalogos_clave_unidad314,XWT,Contenedor intermedio para gráneles textil sin capa / forro
catalogos_clave_unidad315,XWU,Contenedor intermedio para gráneles de madera natural con forro interior
catalogos_clave_unidad316,XWV,Contenedor intermedio para gráneles textil recubierto
catalogos_clave_unidad317,XWW,Contenedor intermedio para gráneles textil con revestimiento
catalogos_clave_unidad318,XWX,Contenedor intermedio para gráneles textil recubierto y con forro
catalogos_clave_unidad319,XWY,Contenedor intermedio para gráneles contrachapado con revestimiento interior
catalogos_clave_unidad320,XWZ,Contenedor intermedio para gráneles de madera reconstituida con revestimiento interior
catalogos_clave_unidad321,XXA,"Bolsa de tejido plástico, sin abrigo interior ni forro"
catalogos_clave_unidad322,XXB,Bolsa de tejido plástico a prueba de filtraciones
catalogos_clave_unidad323,XXC,Bolsa de tejido plástico resistente al agua
catalogos_clave_unidad324,XXD,Bolsa con película de plástico
catalogos_clave_unidad325,XXF,Bolsa textil sin capa ni forro interior
catalogos_clave_unidad326,XXG,Bolsa textil a prueba de filtraciones
catalogos_clave_unidad327,XXH,Bolsa textil resistente al agua
catalogos_clave_unidad328,XXJ,Bolsa de papel multi-pared
catalogos_clave_unidad329,XXK,"Bolsa de papel multi-pared, resistente al agua"
catalogos_clave_unidad330,XYA,"Empaque compuesto, recipiente de plástico en tambor de acero"
catalogos_clave_unidad331,XYB,"Empaque compuesto, recipiente de plástico en cajas de acero"
catalogos_clave_unidad332,XYC,"Empaque compuesto, recipiente de plástico en tambor de aluminio"
catalogos_clave_unidad333,XYD,"Empaque compuesto, recipiente de plástico en cajón de aluminio"
catalogos_clave_unidad334,XYF,"Empaque compuesto, recipiente de plástico en caja de madera"
catalogos_clave_unidad335,XYG,"Empaque compuesto, recipiente de plástico en tambor de madera contrachapada"
catalogos_clave_unidad336,XYH,"Empaque compuesto, recipiente de plástico en caja de madera contrachapada"
catalogos_clave_unidad337,XYJ,"Empaque compuesto, recipiente de plástico en tambor de fibra"
catalogos_clave_unidad338,XYK,"Empaque compuesto, recipiente de plástico en caja de cartón"
catalogos_clave_unidad339,XYL,"Empaque compuesto, recipiente de plástico en el tambor de plástico"
catalogos_clave_unidad340,XYM,"Empaque compuesto, recipiente de plástico en caja de plástico sólido"
catalogos_clave_unidad341,XYN,"Empaque compuesto, receptáculo de vidrio en tambor de acero"
catalogos_clave_unidad342,XYP,"Empaque compuesto, receptáculo de vidrio en caja de cajas de acero"
catalogos_clave_unidad343,XYQ,"Empaque compuesto, recipiente de vidrio en tambor de aluminio"
catalogos_clave_unidad344,XYR,"Empaque compuesto, receptáculo de vidrio en caja de aluminio"
catalogos_clave_unidad345,XYS,"Empaque compuesto, recipiente de vidrio en caja de madera"
catalogos_clave_unidad346,XYT,"Empaque compuesto, recipiente de vidrio en tambor de madera contrachapada"
catalogos_clave_unidad347,Xyv,"Empaque compuesto, recipiente de vidrio en el cesto de mimbre"
catalogos_clave_unidad348,XYW,"Empaque compuesto, recipiente de vidrio en tambor de fibra"
catalogos_clave_unidad349,XYX,"Empaque compuesto, recipiente de vidrio en caja de cartón"
catalogos_clave_unidad350,XYY,"Empaque compuesto, recipiente de vidrio en paquete de plástico expandible"
catalogos_clave_unidad351,XYZ,"Empaque compuesto, recipiente de vidrio en paquete de plástico sólido"
catalogos_clave_unidad352,XZA,"Contenedor de granel intermedio, papel, multi-pared"
catalogos_clave_unidad353,XZB,Bolsa grande
catalogos_clave_unidad354,XZC,"Contenedor intermedio para gráneles de papel, multi-pared y resistente al agua"
catalogos_clave_unidad355,XZD,"Contenedor intermedio para gráneles de plástico rígido, con equipo estructural para sólidos"
catalogos_clave_unidad356,XZF,"Contenedor intermedio para gráneles de plástico rígido, autoportante para sólidos"
catalogos_clave_unidad357,XZG,"Contenedor intermedio para gráneles de plástico rígido, con equipo estructural, presurizado"
catalogos_clave_unidad358,XZH,"Contenedor intermedio para gráneles de plástico rígido, autoportante y presurizado"
catalogos_clave_unidad359,XZJ,"Contenedor intermedio para gráneles de plástico rígido, con equipo estructural para líquidos"
catalogos_clave_unidad360,XZK,"Contenedor intermedio para gráneles de plástico rígido, autoportante, líquidos"
catalogos_clave_unidad361,XZL,"Contenedor intermedio para gráneles, compuesto y de plástico rígido, sólidos"
catalogos_clave_unidad362,XZM,"Contenedor intermedio para gráneles, compuesto y de plástico flexible, sólidos"
catalogos_clave_unidad363,XZN,"Contenedor intermedio para gráneles, compuesto y de plástico rígido, presurizado"
catalogos_clave_unidad364,XZP,"Contenedor intermedio para gráneles, compuesto y de plástico flexible, presurizado"
catalogos_clave_unidad365,XZQ,"Contenedor intermedio para gráneles, compuesto y de plástico rígido, líquidos"
catalogos_clave_unidad366,XZR,"Contenedor intermedio para gráneles, compuesto y de plástico flexible para líquidos"
catalogos_clave_unidad367,XZS,"Contenedor intermedio para gráneles, compuesto"
catalogos_clave_unidad368,XZT,Contenedor intermedio para gráneles con tablero de fibras
catalogos_clave_unidad369,XZU,Contenedor intermedio para gráneles flexible
catalogos_clave_unidad370,XZV,"Contenedor intermedio para gráneles de metal, distinto del acero"
catalogos_clave_unidad371,XZW,"Contenedor intermedio para gráneles, de madera natural"
catalogos_clave_unidad372,XZX,"Contenedor intermedio para gráneles, de contrachapado"
catalogos_clave_unidad373,XZY,"Contenedor intermedio para gráneles, de madera reconstituida"
catalogos_clave_unidad374,KGM,Kilogramo
catalogos_clave_unidad375,MC,Microgramo
catalogos_clave_unidad376,DJ,Decagramo
catalogos_clave_unidad377,DG,Decigramo
catalogos_clave_unidad378,GRM,Gramo
catalogos_clave_unidad379,CGM,Centigramo
catalogos_clave_unidad380,TNE,Tonelada (tonelada métrica)
catalogos_clave_unidad381,DTN,Decitonelada métrica
catalogos_clave_unidad382,MGM,Miligramo
catalogos_clave_unidad383,HGM,Hectogramo
catalogos_clave_unidad384,KTN,Kilotonelada Métrica
catalogos_clave_unidad385,2U,Megagramo
catalogos_clave_unidad386,LBR,Libra
catalogos_clave_unidad387,GRN,Grano
catalogos_clave_unidad388,ONZ,Onza (avoirdupois)
catalogos_clave_unidad389,CWI,Hundredweight
catalogos_clave_unidad390,CWA,Hundred pound
catalogos_clave_unidad391,LTN,Tonelada (UK) o tonelada larga (estados unidos)
catalogos_clave_unidad392,STI,Estone (UK)
catalogos_clave_unidad393,STN,Tonelada (estados unidos) o tonelada corta (UK y estados unidos)
catalogos_clave_unidad394,APZ,Onza troy u onza farmacéutica 
catalogos_clave_unidad395,F13,Slug
catalogos_clave_unidad396,K64,Libra (avoirdupois) por grado fahrenheit
catalogos_clave_unidad397,L69,Tonelada por kelvin
catalogos_clave_unidad398,L87,Tonelada corta por grado fahrenheit
catalogos_clave_unidad399,M85,"Tonelada, ensayo"
catalogos_clave_unidad400,M86,Libra Alemana
catalogos_clave_unidad401,J33,Microgramo por kilogramo
catalogos_clave_unidad402,L32,Nanogramo por kilogramo
catalogos_clave_unidad403,NA,Miligramo por kilogramo
catalogos_clave_unidad404,M29,Kilogramo por kilogramo
catalogos_clave_unidad405,M91,Libra por libra
catalogos_clave_unidad406,Q29,Microgramo por hectogramo
catalogos_clave_unidad407,MTQ,Metro cúbico
catalogos_clave_unidad408,MAL,Megalitro
catalogos_clave_unidad409,LTR,Litro
catalogos_clave_unidad410,MMQ,Milímetro cúbico
catalogos_clave_unidad411,CMQ,Centímetro cúbico
catalogos_clave_unidad412,DMQ,Decímetro cúbico
catalogos_clave_unidad413,MLT,Mililitro
catalogos_clave_unidad414,HLT,Hectolitro
catalogos_clave_unidad415,CLT,Centilitro
catalogos_clave_unidad416,DMA,Decámetro cúbico
catalogos_clave_unidad417,H19,Hectómetro cúbico
catalogos_clave_unidad418,H20,Kilómetro cúbico
catalogos_clave_unidad419,M71,Metro cúbico por pascal (joules)
catalogos_clave_unidad420,DLT,Decilitro
catalogos_clave_unidad421,4G,Microlitro
catalogos_clave_unidad422,K6,Kilolitro
catalogos_clave_unidad423,A44,Decalitro
catalogos_clave_unidad424,G94,Centímetro cúbico por bar
catalogos_clave_unidad425,G95,Litro por bar
catalogos_clave_unidad426,G96,Metro cúbico por bar
catalogos_clave_unidad427,G97,Mililitro por bar 
catalogos_clave_unidad428,5I,Pies cúbicos estándar
catalogos_clave_unidad429,INQ,Pulgada cúbica
catalogos_clave_unidad430,FTQ,Pie cúbico
catalogos_clave_unidad431,YDQ,Yarda cúbica
catalogos_clave_unidad432,GLI,Galón (UK)
catalogos_clave_unidad433,GLL,Galón (EUA)
catalogos_clave_unidad434,PT,Pinta (US)
catalogos_clave_unidad435,PTI,Pint (uk)
catalogos_clave_unidad436,QTI,Cuarto (UK)
catalogos_clave_unidad437,PTL,Pinta líquida (estados unidos)
catalogos_clave_unidad438,QTL,Cuarto de líquido (estadis unidos)
catalogos_clave_unidad439,PTD,Pinta seca (estados unidos)
catalogos_clave_unidad440,OZI,Onza líquida (UK)
catalogos_clave_unidad441,QT,Cuarto (EUA)
catalogos_clave_unidad442,J57,Barril (uk petróleo)
catalogos_clave_unidad443,K21,Pie cúbico por grado fahrenheit
catalogos_clave_unidad444,K23,Pie cúbico por psi (libra por pulgada cuadrada)
catalogos_clave_unidad445,L43,Peck (UK)
catalogos_clave_unidad446,L61,Pinta (US seco)
catalogos_clave_unidad447,L62,Cuarto de galón (seco de los EUA)
catalogos_clave_unidad448,L84,Tonelada (flota UK)
catalogos_clave_unidad449,L86,Tonelada (flota estados unidos)
catalogos_clave_unidad450,M11,Yarda cúbica por grado fahrenheit
catalogos_clave_unidad451,M14,Yarda cúbica por psi (libra por pulgada cuadrada)
catalogos_clave_unidad452,OZA,Onza líquida (estados unidos)
catalogos_clave_unidad453,BUI,Bushel (UK)
catalogos_clave_unidad454,BUA,Bushel (EUA)
catalogos_clave_unidad455,BLL,Barril (EUA)
catalogos_clave_unidad456,BLD,Barril seco (EUA)
catalogos_clave_unidad457,GLD,Galón seco (EUA)
catalogos_clave_unidad458,QTD,Cuarto seco (estados unidos)
catalogos_clave_unidad459,G26,Estere
catalogos_clave_unidad460,G21,Taza (unidad de volumen)
catalogos_clave_unidad461,G24,Cucharada (estados unidos)
catalogos_clave_unidad462,G25,Cucharilla (estados unidos)
catalogos_clave_unidad463,G23,Peck
catalogos_clave_unidad464,M67,Acre-pie
catalogos_clave_unidad465,M68,Cordón
catalogos_clave_unidad466,M69,Milla cúbica (reino unido)
catalogos_clave_unidad467,M70,Unidad tradicional de capacidad de carga
catalogos_clave_unidad468,Q32,Femtolitro
catalogos_clave_unidad469,Q33,Picolitro
catalogos_clave_unidad470,Q34,Nanolitro
catalogos_clave_unidad471,NM3,Metro cúbico normalizado
catalogos_clave_unidad472,SM3,Metro cúbico estándar
